id,sanskrit,translation,explanation,source,created_at
d1464bbf-a6e0-4424-8d53-54d7dbb142dc,तमेव विदित्वातिमृत्युमेति नान्यः पन्था विद्यतेऽयनाय,Only by knowing Him does one pass over death; there is no other way to reach the Supreme Goal,Knowing Him (the divine) leads to immortality,Shvetashvatara Upanishad 3.8,2025-04-10 22:08:57.339984+00
d3d88058-af4c-4127-832c-694cbebcf650,अभ्यासेऽप्यसमर्थोऽसि मत्कर्मपरमो भव।,"If you cannot practice the regulations of bhakti-yoga, then just try to work for Me.",Working for the divine is another path if regulation is difficult.,"Bhagavad Gita, Chapter 12, Verse 10",2025-04-10 22:08:34.510657+00
d49b0d2d-3231-421d-98af-0813c19ef6fd,यो न हृष्यति न द्वेष्टि न शोचति न काङ्क्षति,"One who neither rejoices nor grieves, who neither laments nor desires, and who renounces both auspicious and inauspicious things",Qualities of a true devotee,Bhagavad Gita 12.17,2025-04-10 22:26:46.332099+00
d52824c0-3ab7-4fbb-9425-b46577907925,पुरुषः प्रकृतिस्थो हि भुङ्क्ते प्रकृतिजान्गुणान्,"The living entity, thus situated in material nature, enjoys the modes of nature",Living entitys interaction with the modes of nature,Bhagavad Gita 13.22,2025-04-10 22:26:46.332099+00
d54b11b1-0590-4452-a648-21f4711c34ab,स विश्वकृद्विश्वविदात्मा योनिः सर्वस्य,"He is the maker of all, the knower of all, the Self, and the source of everything",The divine is the source of creation,Shvetashvatara Upanishad 6.16,2025-04-10 22:08:57.339984+00
d61c1182-d2b4-4600-95fe-9393936aadcf,एको वशी निष्क्रियाणाम् बहुनाम् एकं बीजं बहुधा यः करोति,"He is the one controller, inactive, the one seed that multiplies in many ways",The divine is the controller and source of multiplicity,Shvetashvatara Upanishad 6.12,2025-04-10 22:08:57.339984+00
d6952858-9c11-432c-ac55-87bcd28a158f,शुभाशुभपरित्यागी भक्तिमान् यः स मे प्रियः,Such a devotee is very dear to Me,The Lord's declaration of love for such a devotee,Bhagavad Gita 12.17,2025-04-10 22:26:46.332099+00
d6d3a0e8-5cc5-4c04-8aed-959ee3826580,श्रेयान् स्वधर्मो विगुणः परधर्मात् स्वनुष्ठितात्।,"It is better to engage in ones own occupation, even though one may perform it imperfectly, than to accept anothers occupation and perform it perfectly.",Following ones own dharma is more beneficial than perfectly following anothers.,"Bhagavad Gita, Chapter 3, Verse 35",2025-04-10 22:08:34.510657+00
d8b04b13-cb5e-4f75-964d-1e9953b478e8,ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम्।,"But those who, out of envy, disregard these teachings and do not follow them regularly, are to be considered bereft of all knowledge, befooled, and ruined in their endeavors.",Envy and disregard for divine teachings lead to ignorance.,"Bhagavad Gita, Chapter 3, Verse 32",2025-04-10 22:08:34.510657+00
daec5242-0072-4237-b0d9-daa67afefcf1,तेषामहं समुद्धर्ता मृत्युसंसारसागरात्।,I swiftly deliver them from the ocean of birth and death.,The divine rescues those who are devoted.,"Bhagavad Gita, Chapter 12, Verse 7",2025-04-10 22:15:16.896855+00
db565149-facf-428a-90cd-556bce49fe74,एको देवः सर्वभूतेषु गूढः सर्वव्यापी सर्वभूतान्तरात्मा,"The one God is hidden in all beings, all-pervading, the Self of all beings",The divine is immanent and transcendent,Shvetashvatara Upanishad 6.11,2025-04-10 22:08:57.339984+00
dd5e0945-b5fd-41f6-a902-b900deff34c1,तयोर्न वशमागच्छेत् तौ ह्यस्य परिपन्थिनौ।,"One should not come under the control of such attachment and aversion, because they are stumbling blocks on the path of self-realization.",Attachment and aversion hinder self-realization.,"Bhagavad Gita, Chapter 3, Verse 34",2025-04-10 22:08:34.510657+00
dfc25b3d-e2b8-4671-bb37-3eff34a6b5ac,श्रद्धावान् लभते ज्ञानं तत्परः संयतेन्द्रियः।,"The faithful, who are devoted to acquiring knowledge and who have subdued their senses, achieve enlightenment.","Faith, devotion, and self-control are essential for attaining true knowledge.","Bhagavad Gita, Chapter 4, Verse 39",2025-04-10 22:08:34.510657+00
e0f0b85c-7b10-47b7-aeed-411a978f623a,पूषन्नेकर्षे यम सूर्य प्राजापत्य व्यूह रश्मीन् समूह तेजः,"O Sun, gather Your light, withdraw Your rays, may I see Your blessed form",Prayer to see the divine essence,"Isha Upanishad, Verse 16",2025-04-10 22:08:57.339984+00
e132ccac-1ba8-4d84-b3e4-d3d49499200b,अन्धं तमः प्रविशन्ति ये के चात्महनो जनाः,Into blinding darkness enter those who worship ignorance,Worshiping ignorance leads to darkness,"Isha Upanishad, Verse 9",2025-04-10 22:08:57.339984+00
e18498ed-99d8-434a-8a0e-eced5471549e,सुखदुःखे समे कृत्वा लाभालाभौ जयाजयौ।,"Treating alike happiness and distress, gain and loss, victory and defeat, engage yourself in battle. Thus you will not incur sin.",Equanimity in all circumstances is essential for spiritual progress.,"Bhagavad Gita, Chapter 2, Verse 38",2025-04-10 22:15:16.896855+00
e1e0afb2-7475-4f8c-80e0-cb60493dc589,मृत्योर्मा अमृतं गमय,Lead us from death to Immortality,Prayer for liberation,Brihadaranyaka Upanishad,2025-04-10 22:09:19.073161+00
e1e50338-7866-456f-8f86-76a35d50dbce,इन्द्रियार्थेषु वैराग्यमनहङ्कार एव च,"Renunciation of the objects of sense gratification, absence of false ego",Qualities conducive to knowledge,Bhagavad Gita 13.9,2025-04-10 22:26:46.332099+00
e2843f73-4890-4f0b-9e1f-41746a138595,मा विद्विषावहै ॐ शान्तिः शान्तिः शान्तिः,"May we not hate each other, Om Peace, Peace, Peace",Prayer against hatred and for peace,Katha Upanishad,2025-04-10 22:09:19.073161+00
e47d63cf-3848-46ed-8fcc-25cdc726e99b,आचार्योपासनं शौचं स्थैर्यमात्मविनिग्रहः,"Approaching a bona fide spiritual master, cleanliness, steadiness, self-control",Qualities conducive to knowledge,Bhagavad Gita 13.8,2025-04-10 22:26:46.332099+00
e509eabf-9499-462e-a5a0-f0ebd1b4a6a3,सन्तुष्टः सततं योगी यतात्मा दृढनिश्चयः,"Who is always content, who is self-controlled, and whose determination is firm, whose mind and intelligence are engaged in Me",Qualities of a true devotee,Bhagavad Gita 12.14,2025-04-10 22:26:46.332099+00
e6fa4c5f-7797-45ab-ae79-4214bcd041e6,सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः,"May all be happy, may all be free from illness",Universal prayer for happiness and health,Brihadaranyaka Upanishad,2025-04-10 22:09:19.073161+00
e8dca352-65ce-4266-8e68-b9ae5e9402a1,कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन्।,One who restrains the senses of action but whose mind dwells on sense objects, such a person is deluded and is called a pretender.,Hypocrisy arises from controlling actions but dwelling on desires.,"Bhagavad Gita, Chapter 3, Verse 6",2025-04-10 22:08:34.510657+00
eaa2cb28-34ce-495b-85ff-96ebd352805c,यदा सर्वे प्रमुच्यन्ते कामा येऽस्य हृदि श्रिताः,When all desires dwelling in the heart cease,Liberation from desires leads to immortality,Katha Upanishad 2.3.14,2025-04-10 22:08:57.339984+00
eadae8b1-270c-414c-bb8a-262d4f691c42,सह वीर्यं करवावहै तेजस्वि नावधीतमस्तु,"May we acquire strength together, may our learning be brilliant",Prayer for strength and brilliance in learning,Katha Upanishad,2025-04-10 22:09:19.073161+00
ec7d8053-cbd1-43e6-a10c-6b023cc9867f,विद्यां चाविद्यां च यस्तद्वेदोभयं सह,He who knows both knowledge and ignorance together,Balance knowledge and practical wisdom for enlightenment,"Isha Upanishad, Verse 11",2025-04-10 22:08:57.339984+00
ecad4f94-d912-4efb-86ee-8b27bbe0fcd3,पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति।,"If one offers Me with love and devotion a leaf, a flower, a fruit or water, I will accept it.","Sincere devotion is the key, not the material offering.","Bhagavad Gita, Chapter 9, Verse 26",2025-04-10 22:15:16.896855+00
edc067a9-b0be-4392-a492-e3faa10c77c7,उत्थानवत जाग्रत प्राप्य वरान्निबोधत,"Arise, awake, and learn by approaching the wise",Call to seek knowledge,Katha Upanishad 1.3.14,2025-04-10 22:08:57.339984+00
edd0063d-5838-4794-ba3b-f91c997f319f,एतज्ज्ञानमिति प्रोक्तमज्ञानं यदतोऽन्यथा,"All this I have briefly described is knowledge, and besides this whatever there may be is ignorance",Definition of knowledge and ignorance,Bhagavad Gita 13.12,2025-04-10 22:26:46.332099+00
ee3da078-22d0-4afc-becf-ebd049b4c999,यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन।,But he who controls the senses by the mind and engages his active organs in working without attachment, that person is superior.,Controlling senses with the mind and working without attachment is superior.,"Bhagavad Gita, Chapter 3, Verse 7",2025-04-10 22:15:16.896855+00
eebce782-438f-43ad-812d-29bfebecc560,कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन्।,One who restrains the senses of action but whose mind dwells on sense objects, such a person is deluded and is called a pretender.,Hypocrisy arises from controlling actions but dwelling on desires.,"Bhagavad Gita, Chapter 3, Verse 6",2025-04-10 22:08:34.510657+00
eefdbc28-5462-4056-be89-b6200fc5600e,कर्म ज्यायो ह्यकर्मणः शरीरयात्रापि च ते न प्रसिद्धयेदकर्मणः।,Work is better than no work. Even the bare maintenance of your body would not be possible without work.,Work is necessary for sustenance and spiritual growth.,"Bhagavad Gita, Chapter 3, Verse 8",2025-04-10 22:15:16.896855+00
f1656422-497a-459a-82bd-81575e9101ce,ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवाः।,Those who execute their duties according to My injunctions and who follow this teaching faithfully, without envy, become free from the bondage of fruitive actions.,Following the divine teachings leads to liberation.,"Bhagavad Gita, Chapter 3, Verse 31",2025-04-10 22:08:34.510657+00
f274f267-6997-4960-a85f-59964b4f935c,तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ।,"Therefore, let the scriptures be your authority in determining what should be done and what should not be done.",The scriptures provide guidance on righteous conduct and moral duties.,Bhagavad Gita 16.24,2025-04-10 22:15:16.896855+00
f39ab34f-5eb8-4bb6-8847-1b8c0a448e69,अध्यात्मज्ञाननित्यत्वं तत्त्वज्ञानार्थदर्शनम्,"Constancy in the knowledge of the self, and philosophical search for the Absolute Truth",Qualities conducive to knowledge,Bhagavad Gita 13.11,2025-04-10 22:26:46.332099+00
f4711de7-6073-4f51-ac6f-94602e487dc9,श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभिः।,"Those who execute their duties according to My injunctions and who follow this teaching faithfully, being freed from envy, are released from the bondage of fruitive actions.",Faith and freedom from envy lead to liberation.,"Bhagavad Gita, Chapter 3, Verse 31",2025-04-10 22:15:16.896855+00
f59cbd42-cac4-48c8-ae41-8efb5f4052e8,सर्वतः पाणिपादं तत्सर्वतोऽक्षिशिरोमुखम्,"Everywhere are Its hands and legs, Its eyes, heads and faces, and It has ears everywhere",Omnipresence of the knowable (Brahman),Bhagavad Gita 13.14,2025-04-10 22:26:46.332099+00
f628596b-2188-4f1c-b68e-6cd2b131a3e5,मय्येव मन आधत्स्व मयि बुद्धिं निवेशय।,"Just fix your mind upon Me, the Supreme Personality of Godhead, and engage all your intelligence in Me.",Fixing the mind and intelligence on the divine leads to union.,"Bhagavad Gita, Chapter 12, Verse 8",2025-04-10 22:08:34.510657+00
f874c66a-f96a-4307-9ed0-80a787416142,ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम्।,"In whatever way people surrender to Me, I reciprocate with them accordingly.",The divine responds to the devotee's level of surrender and devotion.,"Bhagavad Gita, Chapter 4, Verse 11",2025-04-10 22:08:34.510657+00
f90441b8-0c69-42f6-a9ad-e0e82c1a85b8,अणोरणीयान् महतो महीयानात्मा,"The Self is smaller than the small, greater than the great",Paradoxical nature of the Atman,Katha Upanishad 1.2.20,2025-04-10 22:08:57.339984+00
f9fdd119-30df-4c1c-b603-a432d222b9d5,युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु।,"He who is regulated in his habits of eating, sleeping, recreation and work can mitigate all material pains by practicing the yoga system.",Moderation in all aspects of life leads to spiritual advancement.,"Bhagavad Gita, Chapter 6, Verse 17",2025-04-10 22:08:34.510657+00
fdf5ee88-52d1-4f74-a157-292ed23690b6,तमसो हि परं ज्योतिः,Beyond darkness is the Light,The goal is to transcend darkness and reach the light,Shvetashvatara Upanishad 3.8,2025-04-10 22:08:57.339984+00
fe9d73e8-2112-44ef-a77f-dc70a03c6b4e,ऊर्ध्वमूलोऽवाक्शाख एषोऽश्वत्थः सनातनः,With roots upward and branches downward is this ancient banyan tree,Metaphor of the banyan tree,Katha Upanishad 2.3.1,2025-04-10 22:08:57.339984+00
fef41d2c-440f-4b4a-9146-0e6527b0a11a,पूर्णमदः पूर्णमिदं पूर्णात् पूर्णमुदच्यते,"That (Brahman) is whole, this (the universe) is whole; from the whole (Brahman) the whole (the universe) arises",Completeness of the divine,Isha Upanishad,2025-04-10 22:09:19.073161+00
ff0b32ca-fbc1-44c9-88e8-4eb753a00cfc,यतो यतो निश्चरति मनश्चञ्चलमस्थिरम्।,From wherever the mind wanders due to its flickering and unsteady nature, one must certainly withdraw it and bring it back under the control of the Self.,Controlling the wandering mind is crucial for meditation.,"Bhagavad Gita, Chapter 6, Verse 26",2025-04-10 22:15:16.896855+00
ff51699b-099f-449c-90fc-892b46af7b7a,अथैतदप्यशक्तोऽसि कर्तुं मद्योगमाश्रितः।,"If, however, you are unable to work in this consciousness of Me, then try to act giving up all results of your work and try to be self-situated.","If unable to work for the divine, renounce the results of your actions.","Bhagavad Gita, Chapter 12, Verse 11",2025-04-10 22:15:16.896855+00
ff65fa06-02e0-45ea-b5db-03956a7d6810,इन्द्रियाणि दशैकं च पञ्च चेन्द्रियगोचराः,"And also the five sense objects, desire, hatred, happiness, distress, the aggregate, the life symptoms, and convictions all these are considered, in summary, to be the field of activities and its interactions",Components of the field (body),Bhagavad Gita 13.6-7,2025-04-10 22:26:46.332099+00
ffbf82d9-ad92-46c5-8af5-7757bee344f5,यतो यतो निश्चरति मनश्चञ्चलमस्थिरम्।,From wherever the mind wanders due to its flickering and unsteady nature, one must certainly withdraw it and bring it back under the control of the Self.,Controlling the wandering mind is crucial for meditation.,"Bhagavad Gita, Chapter 6, Verse 26",2025-04-10 22:08:34.510657+00
e76ad8fa-0b63-480b-a544-fd690d47966f,न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपाः। न चैव न भविष्यामः सर्वे वयमतः परम्।,"Never was there a time when I did not exist, nor you, nor all these kings; nor in the future shall any of us cease to be.",The eternal nature of the soul,Bhagavad Gita 2.12,2025-04-10 22:30:00.000000+00
68a05945-9fba-4d1c-953d-d6fc0fa4e748,देहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा। तथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति।,"As the embodied soul continuously passes, in this body, from boyhood to youth to old age, the soul similarly passes into another body at death. A sober person is not bewildered by such a change.",The soul transmigrates through different bodies,Bhagavad Gita 2.13,2025-04-10 22:30:00.000000+00
273c0665-8402-4331-ba69-e05a9a26760d,मात्रास्पर्शास्तु कौन्तेय शीतोष्णसुखदुःखदाः। आगमापायिनोऽनित्यास्तांस्तितिक्षस्व भारत।,"O son of Kunti, the contact between the senses and the sense objects gives rise to fleeting perceptions of happiness and distress. These are non-permanent, and come and go like the winter and summer seasons. O descendent of Bharata, one must learn to tolerate them without being disturbed.",Endurance through life's dualities,Bhagavad Gita 2.14,2025-04-10 22:30:00.000000+00
97e0fec0-dd05-4c8e-9dff-ac093cc32742,यं हि न व्यथयन्त्येते पुरुषं पुरुषर्षभ। समदुःखसुखं धीरं सोऽमृतत्वाय कल्पते।,"O best among men, the person who is not disturbed by happiness and distress, and remains steady in both, becomes eligible for liberation.",Steadiness leads to liberation,Bhagavad Gita 2.15,2025-04-10 22:30:00.000000+00
e07bcb7d-2ea2-4fac-9cd1-a1765993a4ee,नासतो विद्यते भावो नाभावो विद्यते सतः।,"Of the non-existent there is no endurance, and of the existent there is no cessation.",The eternal nature of truth,Bhagavad Gita 2.16,2025-04-10 22:30:00.000000+00
579bf640-665f-43c2-940c-c0ae61789252,अविनाशि तु तद्विद्धि येन सर्वमिदं ततम्। विनाशमव्ययस्यास्य न कश्चित्कर्तुमर्हति।,"Know that which pervades the entire body is indestructible. No one is able to destroy the imperishable soul.",The indestructible nature of the soul,Bhagavad Gita 2.17,2025-04-10 22:30:00.000000+00
a17eaeaa-f710-4695-bb66-272252d1b27f,अन्तवन्त इमे देहा नित्यस्योक्ताः शरीरिणः। अनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत।,"The material body of the indestructible, immeasurable and eternal living entity is sure to come to an end; therefore, fight, O descendent of Bharata.",The body is temporary but the soul is eternal,Bhagavad Gita 2.18,2025-04-10 22:30:00.000000+00
6c8ec0c3-8fa5-40c6-90aa-b7d337adbef6,य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम्। उभौ तौ न विजानीतो नायं हन्ति न हन्यते।,"Neither he who thinks the living entity is the slayer nor he who thinks it is slain is in knowledge, for the self slays not nor is slain.",The soul cannot be killed,Bhagavad Gita 2.19,2025-04-10 22:30:00.000000+00
a5b5fd5d-4dce-47a0-9aeb-0d77238abe89,न जायते म्रियते वा कदाचिन्नायं भूत्वा भविता वा न भूयः। अजो नित्यः शाश्वतोऽयं पुराणो न हन्यते हन्यमाने शरीरे।,"The soul is never born nor dies. Nor does it exist after coming into being. It is unborn, eternal, ever-existing, and primeval. It is not slain when the body is slain.",The eternal and unchanging nature of the soul,Bhagavad Gita 2.20,2025-04-10 22:30:00.000000+00
8470278f-ad7e-460a-8ac0-d8c2204a491a,वेदाविनाशिनं नित्यं य एनमजमव्ययम्। कथं स पुरुषः पार्थ कं घातयति हन्ति कम्।,"O Partha, how can a person who knows that the soul is indestructible, eternal, unborn and immutable kill anyone or cause anyone to kill?",Understanding the soul prevents violence,Bhagavad Gita 2.21,2025-04-10 22:30:00.000000+00
e09017c9-0a59-45bc-86f1-2981fd1df1e7,वासांसि जीर्णानि यथा विहाय नवानि गृह्णाति नरोऽपराणि। तथा शरीराणि विहाय जीर्णान्यन्यानि संयाति नवानि देही।,"As a person puts on new garments, giving up old ones, the soul similarly accepts new material bodies, giving up the old and useless ones.",The soul changes bodies like clothes,Bhagavad Gita 2.22,2025-04-10 22:30:00.000000+00
44c6b985-41ac-4061-a44c-e36da10813d2,नैनं छिन्दन्ति शस्त्राणि नैनं दहति पावकः। न चैनं क्लेदयन्त्यापो न शोषयति मारुतः।,"The soul can never be cut to pieces by any weapon, nor burned by fire, nor moistened by water, nor withered by the wind.",The soul is indestructible by material elements,Bhagavad Gita 2.23,2025-04-10 22:30:00.000000+00
17e871f3-7739-415c-ae85-61ea2d58f52e,अच्छेद्योऽयमदाह्योऽयमक्लेद्योऽशोष्य एव च। नित्यः सर्वगतः स्थाणुरचलोऽयं सनातनः।,"This individual soul is unbreakable and insoluble, and can be neither burned nor dried. He is everlasting, present everywhere, unchangeable, immovable and eternally the same.",The eternal qualities of the soul,Bhagavad Gita 2.24,2025-04-10 22:30:00.000000+00
33ad03ef-81f3-483a-b183-8353238bd343,अव्यक्तोऽयमचिन्त्योऽयमविकार्योऽयमुच्यते। तस्मादेवं विदित्वैनं नानुशोचितुमर्हसि।,"It is said that the soul is invisible, inconceivable and immutable. Knowing this, you should not grieve for the body.",Understanding the soul eliminates grief,Bhagavad Gita 2.25,2025-04-10 22:30:00.000000+00
e45c5ebd-595f-497d-ad45-37e09a6c8ad7,अथ चैनं नित्यजातं नित्यं वा मन्यसे मृतम्। तथापि त्वं महाबाहो नैनं शोचितुमर्हसि।,"If, however, you think that the soul is perpetually born and always dies, still you still have no reason to lament, O mighty-armed.",Even if the soul were mortal, there is no cause for grief,Bhagavad Gita 2.26,2025-04-10 22:30:00.000000+00
d0e1afa1-1c6f-43bd-b5ea-d9dd43c4836d,जातस्य हि ध्रुवो मृत्युर्ध्रुवं जन्म मृतस्य च। तस्मादपरिहार्येऽर्थे न त्वं शोचितुमर्हसि।,"For one who has taken his birth, death is certain; and for one who is dead, birth is certain. Therefore, in the unavoidable discharge of your duty, you should not lament.",Death and birth are natural cycles,Bhagavad Gita 2.27,2025-04-10 22:30:00.000000+00
4fd861c8-fc82-457b-ae57-1972a187fced,अव्यक्तादीनि भूतानि व्यक्तमध्यानि भारत। अव्यक्तनिधनान्येव तत्र का परिदेवना।,"All created beings are unmanifest in their beginning, manifest in their interim state, and unmanifest again when annihilated. So what need is there for lamentation?",All beings follow the cycle of manifestation,Bhagavad Gita 2.28,2025-04-10 22:30:00.000000+00
234a8135-05c9-4f2d-be3d-60e6593d25e2,आश्चर्यवत्पश्यति कश्चिदेनमाश्चर्यवद्वदति तथैव चान्यः। आश्चर्यवच्चैनमन्यः शृणोति श्रुत्वाप्येनं वेद न चैव कश्चित्।,"Some look at the soul as amazing, some describe him as amazing, and some hear of him as amazing, while others, even after hearing about him, cannot understand him at all.",The soul is wondrous and difficult to comprehend,Bhagavad Gita 2.29,2025-04-10 22:30:00.000000+00
2adafce1-1e35-4e31-9a74-a9711d0b47b9,देही नित्यमवध्योऽयं देहे सर्वस्य भारत। तस्मात्सर्वाणि भूतानि न त्वं शोचितुमर्हसि।,"O descendant of Bharata, he who dwells in the body can never be slain. Therefore you need not grieve for any living being.",The soul within the body is eternal,Bhagavad Gita 2.30,2025-04-10 22:30:00.000000+00
c386e863-c4f8-4ea0-a25f-dcdee6d59e42,स्वधर्ममपि चावेक्ष्य न विकम्पितुमर्हसि। धर्म्याद्धि युद्धाच्छ्रेयोऽन्यत्क्षत्रियस्य न विद्यते।,"Considering your specific duty as a kshatriya, you should know that there is no better engagement for you than fighting on religious principles; and so there is no need for hesitation.",Duty must be performed according to one's nature,Bhagavad Gita 2.31,2025-04-10 22:30:00.000000+00
940ee2ed-c448-4c91-b0a2-1fd7ca358ac4,यदृच्छया चोपपन्नं स्वर्गद्वारमपावृतम्। सुखिनः क्षत्रियाः पार्थ लभन्ते युद्धमीदृशम्।,"O Partha, happy are the kshatriyas to whom such fighting opportunities come unsought, opening for them the doors of the heavenly planets.",Fighting for righteousness opens doors to higher realms,Bhagavad Gita 2.32,2025-04-10 22:30:00.000000+00
852e7880-9141-4065-96ea-1a57e7fa994a,अथ चेत्त्वमिमं धर्म्यं संग्रामं न करिष्यसि। ततः स्वधर्मं कीर्तिं च हित्वा पापमवाप्स्यसि।,"If, however, you do not perform your fighting duty, you will certainly incur sins for neglecting your duties and thus lose your reputation as a fighter.",Neglecting duty leads to sin and loss of reputation,Bhagavad Gita 2.33,2025-04-10 22:30:00.000000+00
a55f55bd-861c-4fb6-8c72-e6995d30775f,अकीर्तिं चापि भूतानि कथयिष्यन्ति तेऽव्ययाम्। सम्भावितस्य चाकीर्तिर्मरणादतिरिच्यते।,"People will always speak of your infamy, and for a respectable person, dishonor is worse than death.",Dishonor is worse than death for the honorable,Bhagavad Gita 2.34,2025-04-10 22:30:00.000000+00
96704263-1963-49e0-a361-b036e0a93bbc,भयाद्रणादुपरतं मंस्यन्ते त्वां महारथाः। येषां च त्वं बहुमतो भूत्वा यास्यसि लाघवम्।,"The great generals who have highly esteemed your name and fame will think that you have left the battlefield out of fear only, and thus they will consider you a coward.",Cowardice brings dishonor,Bhagavad Gita 2.35,2025-04-10 22:30:00.000000+00
ecd61c7e-90b9-443c-93d3-5f7082025ba3,अवाच्यवादांश्च बहून्वदिष्यन्ति तवाहिताः। निन्दन्तस्तव सामर्थ्यं ततो दुःखतरं नु किम्।,"Your enemies will describe you in many unkind words and scorn your ability. What could be more painful for you?",Enemies will mock and scorn,Bhagavad Gita 2.36,2025-04-10 22:30:00.000000+00
ad6c0fb0-615f-40f9-90c8-9342f911cb13,हतो वा प्राप्स्यसि स्वर्गं जित्वा वा भोक्ष्यसे महीम्। तस्मादुत्तिष्ठ कौन्तेय युद्धाय कृतनिश्चयः।,"O son of Kunti, either you will be killed on the battlefield and attain the heavenly planets, or you will conquer and enjoy the earthly kingdom. Therefore, get up with determination and fight.",Rise and fight with determination,Bhagavad Gita 2.37,2025-04-10 22:30:00.000000+00
2fbee14a-0feb-4759-b00f-2bb5e124bec1,योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय। सिद्ध्यसिद्ध्योः समो भूत्वा समत्वं योग उच्यते।,"Be steadfast in yoga, O Arjuna. Perform your duty and abandon all attachment to success or failure. Such evenness of mind is called yoga.",Yoga is equanimity in success and failure,Bhagavad Gita 2.48,2025-04-10 22:30:00.000000+00
d5f184d1-a977-4908-beb4-24422f255d06,दूरेण ह्यवरं कर्म बुद्धियोगाद्धनञ्जय। बुद्धौ शरणमन्विच्छ कृपणाः फलहेतवः।,"O Dhananjaya, keep all abominable activities far distant by devotional service, and in that consciousness surrender unto the Lord. Those who want to enjoy the fruits of their work are misers.",Devotional service is superior to fruitive work,Bhagavad Gita 2.49,2025-04-10 22:30:00.000000+00
d8986cdd-c936-40e5-b6df-406886b13ba9,बुद्धियुक्तो जहातीह उभे सुकृतदुष्कृते। तस्माद्योगाय युज्यस्व योगः कर्मसु कौशलम्।,"A man engaged in devotional service rids himself of both good and bad actions even in this life. Therefore strive for yoga, which is the art of all work.",Yoga is the art of working skillfully,Bhagavad Gita 2.50,2025-04-10 22:30:00.000000+00
8553c5cd-2cdb-474d-bf60-a00164ab625f,कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिणः। जन्मबन्धविनिर्मुक्ताः पदं गच्छन्त्यनामयम्।,"By thus engaging in devotional service to the Lord, great sages or devotees free themselves from the results of work in the material world. In this way they become free from the cycle of birth and death and attain the state beyond all miseries.",Devotional service frees one from material bondage,Bhagavad Gita 2.51,2025-04-10 22:30:00.000000+00
0973f909-5eb8-47b9-b646-e295c264cb20,यदा ते मोहकलिलं बुद्धिर्व्यतितरिष्यति। तदा गन्तासि निर्वेदं श्रोतव्यस्य श्रुतस्य च।,"When your intelligence has passed out of the dense forest of delusion, you shall become indifferent to all that has been heard and all that is to be heard.",Transcending delusion brings clarity,Bhagavad Gita 2.52,2025-04-10 22:30:00.000000+00
0a78a75b-a8be-453f-810a-7829d904ba02,श्रुतिविप्रतिपन्ना ते यदा स्थास्यति निश्चला। समाधावचला बुद्धिस्तदा योगमवाप्स्यसि।,"When your mind is no longer disturbed by the flowery language of the Vedas, and when it remains fixed in the trance of self-realization, then you will have attained the divine consciousness.",Steady intelligence leads to divine consciousness,Bhagavad Gita 2.53,2025-04-10 22:30:00.000000+00
60703dd7-9940-42ed-bec1-238beb08adf4,अर्जुन उवाच। स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव। स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम्।,"Arjuna said: O Keshava, what are the symptoms of one whose consciousness is thus merged in transcendence? How does he speak, and what is his language? How does he sit, and how does he walk?",Arjuna asks about the characteristics of a self-realized person,Bhagavad Gita 2.54,2025-04-10 22:30:00.000000+00
8f2104f0-c820-4635-a1de-a17de8d459e9,श्रीभगवानुवाच। प्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान्। आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते।,"The Blessed Lord said: O Partha, when a man gives up all varieties of desire for sense gratification, which arise from mental concoction, and when his mind, thus purified, finds satisfaction in the self alone, then he is said to be in pure transcendental consciousness.",A person in pure consciousness finds satisfaction in the self,Bhagavad Gita 2.55,2025-04-10 22:30:00.000000+00
242ad6a4-31fe-48ff-afe6-cc21358f5b3a,दुःखेष्वनुद्विग्नमनाः सुखेषु विगतस्पृहः। वीतरागभयक्रोधः स्थितधीर्मुनिरुच्यते।,"One whose mind is undisturbed in the midst of sorrows and who is free from eager desire amidst pleasures, who is free from attachment, fear and anger, is called a sage of steady mind.",A sage remains steady in all circumstances,Bhagavad Gita 2.56,2025-04-10 22:30:00.000000+00
